0,9566,This would enable live traffic aware apps ,0
1,9569,Please try other formatting like bold italics shadow to distinguish titles subtitles from content ,0
2,9576,Since computers were invented to save time I suggest we be allowed to upload them all in one zip file using numbering for the file names and the portal could place them in the right order ,0
3,9577,Allow rearranging if the user wants to change them ,0
4,9579,Add SIMD instructions for better use of ARM NEON instructions for math and games ,0
5,9580,Also using a hot swapping code generator optimized machine code like HotSpot in Java does would also be very helpful to mitigate slow C # code ,0
6,9587,Microsoft should seriously look into getting rid of Symantec for all these payment stuff ,0
7,9599,I would be extremely useful in a variety of app types to be notified upon call started and ended events at least be able to check whether or not the device is being used for a phonecall ,0
8,9626,I would like to see informatin about the certification process in the dev center app ,0
9,9628,It would be nice to see at a glance if an app is featured in one of the markets ,0
10,9630,Also I would be fun to have a record showing the featured markets and dates ,0
11,9636,Make ProgressRing control available for Windows Phone just like Win ,0
12,9657,It would be great if the OS moved on to the second third etc NFC record and tried to trigger off of them until there was a success ,0
13,9660,We need for our applications on each of the mobile platforms to be able to read data on a separate NDEF records contained in an NDEF message ,0
14,9670,Provide Process Class APIs like that for regular Windows to develop lower level operations like Task Manager in Windows,0
15,9686,Please add the possibility the set price market distribution and trial mode existence individually for the XAPs ,0
16,9702,Add the ability to do memory profiling on background agent periodic as they are limited on memory and sometimes it is too hard to catch memory leaks ,0
17,9706,Either one has to use NET to access a library or Microsoft advises to do a NET app with native code in a WinRT component ,0
18,9709,Do not limit us artifically just because you do not like native developers ,0
19,9735,These page templates should be updated to use the medium sized semibold font by default for the title text ,0
20,9750,Task based operations would make the code much more clean and readable ,0
21,9754,Add a boolean to CameraCaptureTask to indicate whether you want it to save the picture taken to be saved to the camera roll ,0
22,9755,Please expose ETW logging namespaces like System Diagnostics Eventing so that it is possible to log events from the windows app ,0
23,9756,Currently the only way to take advantage of the direct manipulation in a XAML Windows store app is by using a ScrollViewer ,0
24,9794,Instead of having a top charts style listing where the most popular apps are displayed to every phone anywhere create a new form of distribution where the results are randomized every time a user looks at the marketplace ,0
25,9796,Highly rated apps should appear near the top more and they should appear less and less frequently and the rating of the app dwindles ,0
26,9799,It seems to me that all good apps games should have a chance at decent exposure in the top charts and waiting to be featured just is not worth it ,0
27,9819,Maybe you should think about some way to reward those users who take their time to actually try an app and review it ,0
28,9829,It would be great to be able to use the WP emulator and Surface emulator for that matter for mobility demonstrations ie when I deliver a Dynamics CRM demo I often nearly always want to include mobility scenarios on the same screen as the rest of the demo ,0
29,9873,It will even allow seamless migration to new hardware ,0
30,9926,I would like to ask Microsoft to give us a tool option in emulator with which we can take screenshots once in one emulator and it will produce screenshots in all resolutions and all languages supported by our app ,0
31,9929,You have to run one emulator take screenshots close it and run another and so on ,0
32,9978,SharpDX proves that those key technologies can be made available to CSharp I would suggest to either support the project or to provide your own interface ,0
33,9980,It would be more natural to allow the physical search key to activate the search function on the active application rather than loading Bing which is rarely the goal ,0
34,9994,Associate bound objects to data templates implicitly by type instead of explicitly by template name ,0
35,10007,For more information see Data Binding ,0
36,10027,On WP add optional support to hook these hardware keys press events for the lens plug in features hardware keys should include vol vol stage light press camera shutter stage deep press camera shutter ,0
37,10028,When an application has problems or when a problem is detected in advance by the developer until the publication of the correction version the client is without knowing what is happening it would be possible for Microsoft to implement a communications resource developer for customers who have installed it is application ,0
38,10168,Read write accsess to email sync settings could enable applications to create custom sync profiles based on week days time position etc ,0
39,10203,It s impossible to connect easily to ftp network I suggest to include it in the future sdk ,0
40,10204,I hope Microsoft can open Asia voice function fastest,0
41,10212,We need support special multitasking tasks like VOIP and IM ,0
42,10260,Please add the possibility to add your own spell check service or provide the data if a system wide one existed ,0
43,10267,If Microsoft created some incentives like a free device Blackberry did this and a free year of membership Amazon did this it could drive a lot of developers to the platform which is crucial to the platform taking off ,0
44,10297,I would be a really nice gesture to have an option wich can put everything to the other side so when left handed people scroll they could also see the content ,0
45,10389,It would be great to be able to have the emulator location data use the NMEA file format either via file import export or using the files directly as a feed ,0
46,10408,currently you can only pin an album but it would be useful if you can pin a single image as a tile that way you have easy access to a it ,0
47,10459,why should not I as user be able to see reviews made by people from other countries ,0
48,10469,For apps that synchronize or connect to networks sporadically it would be handy to have an easy way to detect if you are on a cheap connection so if WiFi is connected or the device is connected to the web via USB ,0
49,10474,So suggestion is to add properties like IsWiFiConnected and IsCableConnected to DeviceNetworkInformation that execute fast ,0
50,10492,Give developers good explanation what they do wrong and enforce good design ,0
51,10494,Apps should take no longer than seconds to start and need to explain why they would take longer ,0
52,10540,Please provide APIs for call forwarding and other call management functions hold unholdswapconferenceetc ,0
53,10541,As a user I would like to be able to select songs that I have put on the device from my library to wake up to ,0
54,10573,Thus this idea is actually for the developers to make scrolling faster after each subsequent scroll like every scrolls the scrolling speed will increase ,0
55,10583,in addition the user should be able to take a scree shot within the multitasking area by using a finger gesture to drag the app towarda the bottom of the screen a screen capture icon should appear and the outer edges of the icon should fill with green and onve the edges are completly green a photograph noise will occur allow with a sudden screen flare to tell the user the screen shot has been taken and saved in the saved images folder,0
56,10600,We need the ability for developers to add relevant tags to their app descriptions we then need the ability to search for apps with those tags tags should also be verified during app submission to ensure theyre relevant,0
57,10633,It will be pleasant to go the main page of the app in the marketplace to see the general prsentation screenshots the other users reviews,0
58,10636,Allow user to send Video Audio and more pictures in an MMS now only one pic is supported,0
59,10649,Allow access to raw data such as signal strength imformation to allow creation of indoor location positioning using available wifi bluetooth or cellular networks when no gps data is available ,0
60,10655,Since windows phones are selling hot in countries like India browser should start displaying Indian language characters ,0
61,10677,And a smart dialer can then be a full alternative to the built in phone app since the app also can have a quick button for goto the regular phone app whenever the user wants to do that ,0
62,10678,As an alternative to giving write access to calendar which can be hard to get a go on for security reasons let us at least open an appointment directly in the calendar app ,0
63,2861,Signal strength directly impacts video playback experience ,0
64,2864,But reusing the operating system component saves us development effort and ensures it looks as expected as the operating system evolves ,0
65,2874,You can ask for a request but it is not clear what and when something will happen ,0
66,2894,With windows you have the UI app and the service app hosted locally may be the IIS express used during local debug can be used ,0
67,2897,This new approach of developing applicaitons simlifies the UI development where developer get rid of learning other technologies like java scriptangularjquerystyle sheets and all those n number of scripts ,0
68,2903,Typical problem here would be deployment Installationupdate of the UI application to client machine But if we simplify this process of deployment like having the rules that the UI app should be only one obfuscated executable file It should not depend on reference more,0
69,2909,Bonus points for it to be xaml standard compliant,0
70,2913,In addition this will allow a greater prominence of XAML Standard and greater acceptance in the market and in the media ,0
71,2927,Do not require developers to use the background task builder and background triggers just to activate an app in the background ,0
72,2930,A control that offers hour minute second selection would be helpful ,0
73,2931,Add to CollectionViewSource function pointer to get the group objects not just PropertyPath,0
74,2935,A DatePickerFlyout whose Date is two way bound will update target to source but not source to target ,0
75,2940,When functions and FallbackValue is used in an x bind at same time the parameter must match exactly ,0
76,2955,Playback seamlessly between one media and another,0
77,2977,A control for visualizing and editing networks graphs and flow charts,0
78,2996,Leave them alone ,0
79,3000,Does not make sense that an Idle task would be suspended for not being busy enough ,0
80,3001,Making the task more busy to work around idle tasks being suspended would mean more battery usage kind of the opposite of what you want ,0
81,3011,Microsoft wants us to build more connected app with Project Rome API ,0
82,3019,In we can extend brush by XamlCompositionBrushBase ,0
83,3029,It also annoys during development because now my solution has to have target platforms while it could just have one ,0
84,3034,What I want is to drag and drop a file then be able to get it is full path and file name as stored on the disk and access it using standard C IO file access functions such as fopen fread etc ,0
85,3035,I do not want to use XAML because it looks complicated it looks like it can reduce performance I am making D heavy DirectX based applications that need full performance ,0
86,3045,For example I drag and drop a BMP image my app compresses it and saves as PNG image automatically in the same folder with the same name ,0
87,3057,Dual screen Google Card Glass fulfill the function and make the application very attractive ,0
88,3064,We wanna to commuicate other App in Desktop ,0
89,3065,not only other UWP but WPF application ,0
90,3073,I have done the same tests in UWP mode using DXGI SWAP EFFECT FLIP DISCARD and results were the same slow as in Win WinAPI ,0
91,3082,From what I see ASTC would be great for that have good quality but also small size looks like it has lot of format options so I could choose what I want ,0
92,3102,I am pretty sure the new TreeView is not Fall Creators Update dependent ,0
93,3115,Map became unusable after phone update ,0
94,3118,ResolveCompleted event comes after ten seconds ,0
95,3123,d Lines on traffic layer are blurred jagged and looking bad ,0
96,3127,While nice looking UWP UI is not well suited for creating UI heavy classic applications think VisualStudio AutoCAD Blender LOBs with a lot of data that you would never want to use on tablet phone ,0
97,3135,If our ISV UWP App also have this feature we can spent more time to trying the new feature and Insider customer and testers can use it and we could got feedbacks ,0
98,3153,Because if you currently assign a Binding a VisualState setter as below it will resolve the value of the binding and assign that to the target while you would like to assign the binding itself ,0
99,3154,This will allow designs and implementations to change bindings depending on states and even help some states where some bindings are not required to be temporarily set to x Null for performance handy in complex screens ,0
100,3167,We can see the entries added in the registry but client cannot access the interfaces ,0
101,3176,For example lets say I want to create shorthand for aligning a control inside RelativePanel fully horizontal like AlignHorizontalWithPanel ,0
102,3183,Allows desktop apps to incrementally adopt UI innovations and creates a bridge to UWP for app UI ,0
103,3184,I tried the converted app using IME ,0
104,3188,We want to improve support Google IME ,0
105,3194,I thinks it is not difficult to do since Cortana for computer supports up to languages as listed on url ,0
106,3240,You can verify this with the CameraStreamCorrelation sample ,0
107,3243,The following streams are available on the computer ,0
108,3248,The following streams are available on the XBOX ,0
109,3253,Are there any plans to support skeleton tracking on the XBOX ,0
110,3256,It seems such a shame that the new Kinect drivers expose the Kinect via this API and yet the ExposureControl is marked as being not supported for the Kinect ,0
111,3257,From the libfreenect library it seems entirely possible to tell the Kinect not to do auto exposure ,0
112,3261,I expect that the content set directly the text to persist after closing the application ,0
113,3264,To me something that may cause a runtime crash and that the compiler clearly knows to flag should not a warning but an error ,0
114,3270,xbox dev mode companion work ipv please ,0
115,3271,Make it really smooth to update code of a UWP app like you are already doing with the XAML part the app is automatically reloaded without being shut down and relaunched ,0
116,3284,A XAML designer for Visual Studio in Windows ,0
117,3304,The control would allow for the use of the contact picker but allows for manual entry and deletion of contacts ,0
118,3309,To give the user a sense of consistency the file picker remembers the last location that the user navigated to and will generally start at that location ,0
119,3311,This is not always the best solution for example pretend you had a UWP app that asked the user to select a picture and a music file ,0
120,3336,I am migrating my app from Windows Desktop using Core Audio API to UWP using hopefully AudioGraph ,0
121,3348,We are exploring moving forward with UWP but currently there is no way to access the pipeline to add custom shaders and models like we do now in Virtual Earth with Microsoft MapPoint Graphics D GraphicsEngine D and Microsoft MapPoint Rendering D Scene Step ,0
122,3357,I am developing a Java application so interop with C # is kinda tricky while interop Shell API or C libraries is pretty easy and straightforward with JNA ,0
123,3386,It is very difficult to Create a Custom RichEditBox with all the basic features Like Text Formatting Bullets and numbering Support for Inking Like OneNote and also to support adaptive layout that is too much work for basic Text editing ,0
124,3390,I am creating app using face detection ,0
125,3394,If we put the MKV in another service or server the video is reproduced but the connection with OneDrive has been lost ,0
126,3417,It stops on the way ,0
127,3430,Chinese and Italian support have already been asked for ,0
128,3434,In some cases an access error may occur at the time of opening a file or it may be opened correctly ,0
129,3435,We want a solution ,0
130,3527,Something seems to have changed with loggingchannel possibly default manifest code that handles the string message has changed around ,0
131,3528,FWIW preview versions of windows post anniversary update were showing the message correctly ,0
132,3530,I would like to have implicit DataTemplates in UWP ,0
133,3535,Currently i can only input plain text in toast notification input since the type does not support password ,0
134,3574,Developers need to have good and deep understanding of how UI virtualization works on UWP app,0
135,3600,Currently you can use the Pivot or there are rd party vendors providing a TabControl ,0
136,3686,I am converting some wpf apps to uwp and I am missing a report control ,0
137,3697,Please open up the base classes for inheritance and provide a sample how to create a custom virtualizing panel ,0
138,3706,Without this UWP is more or less a toy because any customization requires that the app be deployed completely separately ,0
139,3718,This is only relevant for desktop UWP apps ,0
140,3722,You can at least provide any of these solutions ,0
141,3748,I would use this for my media phone playing Groove ,0
142,3766,The panorama control is still the best control for my app and my users love it ,0
143,3767,Updating the app to UWP is not possible without this control ,0
144,3785,Currently there is no way to prevent MenuFlyout from closing when user click any of it is items ,0
145,3786,I am not even sure if it is not a bug because setting args Cancel in Closing event is not working ,0
146,3791,Support I O transactions on UWP platform as part of Windows Runtime API for file I O,0
147,3796,For example three quick touch strokes to scroll immediately to the top or bottom ,0
148,3797,Really long lists and views are boring to scroll even at maximum scroll speed ,0
149,3798,Keyboard have Home End keys to scroll to top bottom but touch screen does not have same capability ,0
150,3816,But this library is fairly low level ,0
151,3841,That concept is painfully evident when using Microsoft is Edge browser and you want to browse various Favorites menus ,0
152,3844,Specifically excellent mouse support means that menus will support all the hover actions that menus currently enjoy in win applications ,0
153,3846,The current situation requires two mouse clicks to accomplish the same thing as a simple hover should ,0
154,3857,I don ' t know what the component should look like ,0
