0,9553,One small adjustment allow phone calls to be made as an option and this can be used as an enterprise kiosk environment ,0
1,9566,This would enable live traffic aware apps ,0
2,9569,Please try other formatting like bold italics shadow to distinguish titles subtitles from content ,0
3,9576,Since computers were invented to save time I suggest we be allowed to upload them all in one zip file using numbering for the file names and the portal could place them in the right order ,0
4,9577,Allow rearranging if the user wants to change them ,0
5,9579,Add SIMD instructions for better use of ARM NEON instructions for math and games ,0
6,9580,Also using a hot swapping code generator optimized machine code like HotSpot in Java does would also be very helpful to mitigate slow C # code ,0
7,9587,Microsoft should seriously look into getting rid of Symantec for all these payment stuff ,0
8,9599,I would be extremely useful in a variety of app types to be notified upon call started and ended events at least be able to check whether or not the device is being used for a phonecall ,0
9,9600,Fix Altitude Bug in GeoCoordinateWatcher and Geolocator when using in WP ,0
10,9624,It would be good to know not only the number of downloads but also how many are active still ,0
11,9626,I would like to see informatin about the certification process in the dev center app ,0
12,9628,It would be nice to see at a glance if an app is featured in one of the markets ,0
13,9630,Also I would be fun to have a record showing the featured markets and dates ,0
14,9636,Make ProgressRing control available for Windows Phone just like Win ,0
15,9644,The problem is that Windows Phone seems to have an artificial limit of KB for how large of an NFC tag it can read ,0
16,9657,It would be great if the OS moved on to the second third etc NFC record and tried to trigger off of them until there was a success ,0
17,9660,We need for our applications on each of the mobile platforms to be able to read data on a separate NDEF records contained in an NDEF message ,0
18,9663,You could test NDEF message compositions not possible with standard static tags and hopefully we could improve Windows Phone NFC support ,0
19,9670,Provide Process Class APIs like that for regular Windows to develop lower level operations like Task Manager in Windows,0
20,9671,Make the IsLocked property of the Pivot control in WP bindable as a dependency property ,0
21,9672,Make the logic of the MapsDirectionTask equal from the one used within the Bing search ,0
22,9679,Since WP does not support in app purchases I have implemented separate XAP that contains a bunch of these items and this version should be a paid app ,0
23,9682,To overcome this I would need to make totally different app for WP with different GUID ,0
24,9686,Please add the possibility the set price market distribution and trial mode existence individually for the XAPs ,0
25,9694,Photo chooser should also allow us to customize the photo chooser task like the one in Photos Hub ,0
26,9695,The photo chooser task needs to support selecting multiple pictures feature and add an app bar to it ,0
27,9702,Add the ability to do memory profiling on background agent periodic as they are limited on memory and sometimes it is too hard to catch memory leaks ,0
28,9706,Either one has to use NET to access a library or Microsoft advises to do a NET app with native code in a WinRT component ,0
29,9709,Do not limit us artifically just because you do not like native developers ,0
30,9715,Please expose the ID property for Contacts and Appointments ,0
31,9718,Please take this into consideration and make the ID public maybe with a new capability requirement ,0
32,9721,Give us the option to set reminder tones for these ,0
33,9724,It would be great if we could link to an app is store page with a campaign code and get the breakdown by campaign codes in our daily stats ,0
34,9735,These page templates should be updated to use the medium sized semibold font by default for the title text ,0
35,9740,This change would encourage consistency with both the apps built in to the OS and within an app itself ,0
36,9750,Task based operations would make the code much more clean and readable ,0
37,9751,I suggest having an option like UnPin on any live tile to Update it ,0
38,9752,With feature user can run background service to update live tile when he need which can help developers to give instant feedback on live tile when user request ,0
39,9754,Add a boolean to CameraCaptureTask to indicate whether you want it to save the picture taken to be saved to the camera roll ,0
40,9755,Please expose ETW logging namespaces like System Diagnostics Eventing so that it is possible to log events from the windows app ,0
41,9756,Currently the only way to take advantage of the direct manipulation in a XAML Windows store app is by using a ScrollViewer ,0
42,9770,It would be great if the part of the application ISO store could be made visible in the Windows File Explorer when the phone is connected by the USB cable ,0
43,9773,It does not make a sense when the large multimedia files have to be transferred You first have to transfer them up to Skydrive and then download to phone ,0
44,9782,I have lots of ideas and prefinished apps but I hold the dev ,0
45,9794,Instead of having a top charts style listing where the most popular apps are displayed to every phone anywhere create a new form of distribution where the results are randomized every time a user looks at the marketplace ,0
46,9796,Highly rated apps should appear near the top more and they should appear less and less frequently and the rating of the app dwindles ,0
47,9799,It seems to me that all good apps games should have a chance at decent exposure in the top charts and waiting to be featured just is not worth it ,0
48,9801,Instead of ten featured games per day which all users see it would be better for each user to see a random set of games each time the marketplace is viewed ,0
49,9812,Please implement style triggers for Windows Phone XAML BAML ,0
50,9814,Implement a Credentials Locker of credentials providing secure storage of passwords and keys for one or more users ,0
51,9819,Maybe you should think about some way to reward those users who take their time to actually try an app and review it ,0
52,9826,A developer should have the possibility to write his own complete implementation of background audio player or the built in one should at least provide the possibility of gapless playback or changing audio title album without pausing playback ,0
53,9829,It would be great to be able to use the WP emulator and Surface emulator for that matter for mobility demonstrations ie when I deliver a Dynamics CRM demo I often nearly always want to include mobility scenarios on the same screen as the rest of the demo ,0
54,9848,Please make an option like windows phone to mark several messages at the time of deletion As tapping and holding of every message and deleting take more time and it makes angry ,0
55,9852,Because WVGA and WXGA are the same aspect ratio and because the website is a giant PITA in uploading images you have to take and submit screenshots per actual screenshot per language ,0
56,9861,It would be nice to schedule a reminder to repeat at X hours,0
57,9864,We need a way to save videos to the camera roll ,0
58,9873,It will even allow seamless migration to new hardware ,0
59,9892,I understand the reasoning for not allowing the user to have access to the Mailboxes in the phone but there should be an API to enumerate through accounts and get their statistics like the number of unread emails number of important emails and the total e mail count ,0
60,9896,If I have an app that shows a filtered subset of a user is contacts I should have a way to click on that user and show the user is details in the native experience ,0
61,9900,I am familiar with the suggestion to take the contact is details and re create them in your own UI which would be great if the API exposed all of the user is details like the Anniversary which it does not ,0
62,9903,Please make sure that any data accessible from the Contact Details page is made available to the Contact class ,0
63,9907,Market it more as a visual assistant ,0
64,9915,Allow us to query device information from a percent native C application so we are not forced to use C # ,0
65,9926,I would like to ask Microsoft to give us a tool option in emulator with which we can take screenshots once in one emulator and it will produce screenshots in all resolutions and all languages supported by our app ,0
66,9929,You have to run one emulator take screenshots close it and run another and so on ,0
67,9955,To add a route to the map you have to create MapRoute object that accepts only Route object in it is constructor ,0
68,9957,The only possibility to create Route is RouteQuery class ,0
69,9967,MapRoute constructor should accept IRoutePath inteface instead of Route class ,0
70,9978,SharpDX proves that those key technologies can be made available to CSharp I would suggest to either support the project or to provide your own interface ,0
71,9980,It would be more natural to allow the physical search key to activate the search function on the active application rather than loading Bing which is rarely the goal ,0
72,9994,Associate bound objects to data templates implicitly by type instead of explicitly by template name ,0
73,10007,For more information see Data Binding ,0
